province,phufull,season,year,week,day,date,Flu Test,A(H1)pdm09 Positive,A(H3) Positive,Total Flu A Positive,Total Flu B Positive,Total Flu Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,Adeno Test,Adeno Positive,HMPV Test,HMPV Positive,Rhino Test,Rhino Positive,Coron Test,Coron Positive,A(UnS) Positive,Entero/Rhino Test,Entero/Rhino Positive,HCOV Test,HCOV Positive,SARS-CoV-2 Test,SARS-CoV-2 Positive,ADV Test,ADV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
Saskatchewan,Regina,2018-2019,2019,27,6.0,2019-07-06,83.0,0.0,0.0,2.0,2.0,4.0,83.0,0.0,39.0,0.0,1.0,3.0,0.0,0.0,39.0,0.0,39.0,1.0,,,39.0,0.0,2.0,39.0,12.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2022-2023,2023,31,6.0,2023-08-05,376.0,0.0,0.0,1.0,1.0,2.0,373.0,0.0,186.0,0.0,5.0,0.0,2.0,0.0,186.0,15.0,186.0,1.0,,,,,1.0,186.0,32.0,186.0,0.0,855.0,46.0,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2021,50,6.0,2021-12-18,713.0,0.0,0.0,1.0,0.0,1.0,712.0,5.0,139.0,0.0,0.0,18.0,2.0,0.0,139.0,2.0,139.0,0.0,,,,,1.0,139.0,28.0,139.0,11.0,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,32,6.0,2019-08-10,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,55.0,2.0,55.0,1.0,,,55.0,0.0,0.0,55.0,13.0,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,11,6.0,2018-03-17,164.0,0.0,0.0,6.0,23.0,29.0,164.0,15.0,164.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,,,164.0,3.0,6.0,164.0,0.0,,,,,,,,,,
Saskatchewan,Regina,2018-2019,2019,6,6.0,2019-02-09,194.0,9.0,1.0,12.0,1.0,13.0,194.0,42.0,194.0,0.0,4.0,9.0,0.0,0.0,194.0,1.0,194.0,6.0,,,194.0,11.0,2.0,194.0,18.0,,,,,,,,,,
Saskatchewan,Regina,2019-2020,2020,32,6.0,2020-08-08,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.0,,,39.0,0.0,0.0,39.0,8.0,,,,,,,,,,
Saskatchewan,Saskatoon,2014-2015,2014,51,6.0,2014-12-20,181.0,0.0,0.0,78.0,1.0,79.0,181.0,18.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0,1.0,26.0,6.0,26.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2016-2017,2017,4,6.0,2017-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,18,6.0,2022-05-07,722.0,0.0,22.0,87.0,0.0,87.0,722.0,104.0,248.0,0.0,1.0,0.0,7.0,0.0,248.0,4.0,248.0,4.0,,,,,65.0,248.0,27.0,248.0,9.0,,,,,,,,
Saskatchewan,Regina,2018-2019,2019,3,6.0,2019-01-19,265.0,41.0,1.0,47.0,0.0,47.0,265.0,39.0,265.0,0.0,4.0,4.0,1.0,0.0,265.0,5.0,265.0,5.0,,,265.0,14.0,5.0,265.0,31.0,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,17,6.0,2018-04-28,119.0,0.0,0.0,2.0,2.0,4.0,119.0,9.0,119.0,0.0,0.0,2.0,0.0,0.0,119.0,0.0,119.0,0.0,,,119.0,1.0,2.0,119.0,7.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2013-2014,2013,49,6.0,2013-12-07,166.0,6.0,0.0,10.0,0.0,10.0,166.0,3.0,166.0,19.0,0.0,0.0,1.0,1.0,166.0,8.0,166.0,7.0,679.0,16.0,166.0,2.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2015-2016,2016,10,6.0,2016-03-12,257.0,0.0,0.0,89.0,19.0,108.0,257.0,21.0,58.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,58.0,3.0,58.0,1.0,58.0,4.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,22,6.0,2019-06-01,73.0,0.0,0.0,0.0,2.0,2.0,73.0,0.0,73.0,0.0,0.0,2.0,0.0,0.0,73.0,2.0,73.0,1.0,,,73.0,1.0,0.0,73.0,11.0,,,,,,,,,,
Saskatchewan,Saskatoon,2014-2015,2015,32,6.0,2015-08-08,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,33.0,7.0,33.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,23,6.0,2019-06-08,99.0,0.0,0.0,3.0,0.0,3.0,99.0,1.0,99.0,0.0,0.0,3.0,0.0,0.0,99.0,1.0,99.0,9.0,,,99.0,0.0,3.0,99.0,16.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,34,6.0,2022-08-27,326.0,0.0,0.0,0.0,0.0,0.0,326.0,2.0,159.0,0.0,2.0,4.0,2.0,0.0,159.0,5.0,159.0,11.0,,,,,0.0,159.0,19.0,159.0,0.0,,,,,,,,
Saskatchewan,Saskatchewan,2015-2016,2015,38,6.0,2015-09-19,202.0,0.0,0.0,3.0,0.0,3.0,202.0,0.0,202.0,0.0,4.0,1.0,0.0,0.0,202.0,2.0,202.0,0.0,202.0,76.0,202.0,1.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,31,6.0,2022-08-06,325.0,0.0,0.0,1.0,0.0,1.0,325.0,2.0,140.0,0.0,1.0,5.0,2.0,0.0,140.0,4.0,140.0,13.0,,,,,1.0,140.0,19.0,140.0,1.0,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,19,6.0,2022-05-14,633.0,0.0,0.0,77.0,0.0,77.0,633.0,74.0,223.0,0.0,3.0,1.0,5.0,0.0,223.0,5.0,223.0,9.0,,,,,77.0,223.0,27.0,216.0,10.0,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2021,49,6.0,2021-12-11,645.0,0.0,0.0,0.0,0.0,0.0,645.0,5.0,146.0,0.0,0.0,17.0,0.0,0.0,146.0,3.0,146.0,0.0,,,,,0.0,146.0,22.0,146.0,17.0,,,,,,,,
Saskatchewan,Saskatchewan,2016-2017,2016,41,6.0,2016-10-15,247.0,0.0,0.0,1.0,0.0,1.0,247.0,8.0,247.0,0.0,0.0,2.0,2.0,0.0,247.0,10.0,247.0,1.0,,,247.0,2.0,1.0,247.0,90.0,,,,,,,,,,
Saskatchewan,Regina,2014-2015,2014,37,6.0,2014-09-13,105.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,105.0,0.0,0.0,6.0,0.0,0.0,105.0,8.0,105.0,0.0,105.0,50.0,105.0,0.0,,,,,,,,,,,,,
Saskatchewan,Regina,2019-2020,2020,14,6.0,2020-04-04,369.0,0.0,0.0,6.0,0.0,6.0,369.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,19.0,0.0,,,19.0,1.0,6.0,19.0,2.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,3,6.0,2022-01-22,1659.0,0.0,0.0,4.0,0.0,4.0,1659.0,36.0,172.0,0.0,0.0,10.0,1.0,0.0,171.0,0.0,171.0,0.0,,,,,4.0,171.0,13.0,170.0,18.0,,,,,,,,
Saskatchewan,Regina,2013-2014,2013,48,6.0,2013-11-30,103.0,4.0,0.0,4.0,0.0,4.0,103.0,0.0,103.0,15.0,0.0,3.0,2.0,0.0,103.0,9.0,103.0,1.0,103.0,15.0,103.0,2.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,10,6.0,2019-03-09,327.0,10.0,6.0,41.0,5.0,46.0,327.0,55.0,327.0,0.0,0.0,10.0,0.0,0.0,327.0,4.0,327.0,10.0,,,327.0,28.0,25.0,327.0,18.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2021,45,6.0,2021-11-13,872.0,0.0,0.0,0.0,0.0,0.0,872.0,2.0,107.0,0.0,0.0,8.0,0.0,0.0,107.0,2.0,107.0,0.0,,,,,0.0,107.0,26.0,107.0,3.0,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,4,6.0,2019-01-26,388.0,18.0,1.0,34.0,3.0,37.0,388.0,60.0,388.0,1.0,0.0,4.0,2.0,0.0,388.0,1.0,388.0,8.0,,,388.0,16.0,15.0,388.0,25.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2014,41,6.0,2014-10-11,214.0,0.0,0.0,0.0,0.0,0.0,214.0,1.0,214.0,0.0,1.0,1.0,2.0,0.0,214.0,4.0,214.0,0.0,214.0,47.0,214.0,0.0,,,,,,,,,,,,,
Saskatchewan,Regina,2018-2019,2019,13,6.0,2019-03-30,103.0,4.0,2.0,6.0,9.0,15.0,103.0,8.0,103.0,0.0,0.0,2.0,0.0,0.0,103.0,1.0,103.0,1.0,,,103.0,4.0,0.0,103.0,7.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,2,6.0,2019-01-12,426.0,28.0,0.0,52.0,1.0,53.0,426.0,41.0,426.0,1.0,1.0,4.0,1.0,0.0,426.0,1.0,426.0,7.0,,,426.0,9.0,24.0,426.0,29.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2023-2024,2024,44,,2023-2024,1139,0,0,164,2,,1069,14,422,0,0,0,0,0,,,422,11,,,,,164,,,,,2824,460,422,12,422,42,422,1
Saskatchewan,Saskatchewan,2021-2022,2022,20,6.0,2022-05-21,578.0,0.0,0.0,81.0,0.0,81.0,578.0,56.0,202.0,0.0,1.0,0.0,5.0,0.0,202.0,3.0,202.0,15.0,,,,,81.0,202.0,31.0,202.0,9.0,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2018,40,6.0,2018-10-06,287.0,11.0,0.0,17.0,0.0,17.0,287.0,2.0,287.0,0.0,2.0,0.0,1.0,0.0,287.0,6.0,287.0,0.0,,,287.0,0.0,6.0,287.0,76.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,33,6.0,2019-08-17,222.0,0.0,0.0,2.0,0.0,2.0,222.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,161.0,4.0,161.0,2.0,,,161.0,0.0,2.0,161.0,43.0,,,,,,,,,,
Saskatchewan,Regina,2019-2020,2019,43,6.0,2019-10-26,260.0,0.0,0.0,3.0,1.0,4.0,260.0,1.0,148.0,2.0,0.0,0.0,1.0,0.0,148.0,6.0,148.0,1.0,,,148.0,0.0,3.0,148.0,57.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2016-2017,2017,25,6.0,2017-06-24,193.0,0.0,1.0,1.0,5.0,6.0,193.0,1.0,193.0,2.0,2.0,5.0,2.0,0.0,193.0,4.0,193.0,6.0,,,193.0,0.0,0.0,193.0,52.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2015-2016,2015,40,6.0,2015-10-03,206.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,4.0,0.0,0.0,0.0,0.0,206.0,5.0,206.0,0.0,206.0,86.0,206.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,1,6.0,2019-01-05,787.0,188.0,5.0,268.0,3.0,271.0,787.0,58.0,787.0,0.0,9.0,16.0,6.0,0.0,787.0,4.0,787.0,10.0,,,787.0,10.0,75.0,787.0,67.0,,,,,,,,,,
Saskatchewan,Saskatoon,2013-2014,2014,10,6.0,2014-03-08,62.0,0.0,0.0,5.0,3.0,8.0,62.0,8.0,62.0,0.0,0.0,0.0,1.0,0.0,62.0,1.0,62.0,5.0,57.0,10.0,62.0,6.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,21,6.0,2018-05-26,64.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.0,0.0,3.0,0.0,0.0,64.0,0.0,64.0,1.0,,,64.0,0.0,0.0,64.0,9.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,26,6.0,2019-06-29,178.0,0.0,0.0,8.0,3.0,11.0,178.0,3.0,123.0,0.0,0.0,6.0,2.0,0.0,123.0,3.0,123.0,2.0,,,123.0,1.0,8.0,123.0,42.0,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,3,6.0,2018-01-20,215.0,0.0,0.0,18.0,14.0,32.0,215.0,6.0,215.0,0.0,1.0,0.0,0.0,0.0,215.0,0.0,215.0,3.0,,,215.0,2.0,18.0,215.0,2.0,,,,,,,,,,
Saskatchewan,Regina,2013-2014,2013,39,6.0,2013-09-28,76.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,1.0,2.0,0.0,0.0,0.0,76.0,0.0,74.0,0.0,76.0,27.0,76.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2015,34,6.0,2015-08-22,122.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,1.0,0.0,1.0,0.0,0.0,122.0,3.0,122.0,0.0,122.0,26.0,122.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,19,6.0,2019-05-11,101.0,0.0,0.0,5.0,3.0,8.0,101.0,1.0,101.0,0.0,0.0,4.0,0.0,0.0,101.0,2.0,101.0,4.0,,,101.0,9.0,5.0,101.0,13.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2019-2020,2020,17,6.0,2020-04-25,131.0,0.0,0.0,0.0,0.0,0.0,131.0,2.0,172.0,0.0,0.0,0.0,0.0,0.0,172.0,2.0,172.0,1.0,,,172.0,1.0,0.0,172.0,4.0,,,,,,,,,,
Saskatchewan,Regina,2016-2017,2016,48,6.0,2016-12-03,323.0,0.0,10.0,13.0,0.0,13.0,323.0,31.0,323.0,0.0,0.0,13.0,3.0,0.0,323.0,15.0,323.0,4.0,,,323.0,29.0,3.0,323.0,70.0,,,,,,,,,,
Saskatchewan,Regina,2016-2017,2016,42,6.0,2016-10-22,160.0,0.0,0.0,0.0,0.0,0.0,160.0,11.0,160.0,0.0,0.0,4.0,0.0,0.0,160.0,1.0,160.0,3.0,,,160.0,6.0,0.0,160.0,58.0,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,2,6.0,2019-01-12,184.0,0.0,0.0,14.0,1.0,15.0,184.0,13.0,184.0,0.0,0.0,1.0,0.0,0.0,184.0,0.0,184.0,1.0,,,184.0,3.0,14.0,184.0,0.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,11,6.0,2022-03-19,475.0,0.0,0.0,6.0,0.0,6.0,473.0,66.0,136.0,0.0,0.0,0.0,0.0,0.0,136.0,3.0,136.0,1.0,,,,,6.0,136.0,24.0,136.0,6.0,,,,,,,,
Saskatchewan,Saskatchewan,2019-2020,2019,45,6.0,2019-11-09,318.0,0.0,0.0,9.0,1.0,10.0,318.0,2.0,218.0,12.0,1.0,0.0,2.0,0.0,218.0,2.0,218.0,0.0,,,218.0,1.0,9.0,218.0,61.0,,,,,,,,,,
Saskatchewan,Saskatoon,2019-2020,2020,8,6.0,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Saskatchewan,Regina,2016-2017,2017,18,6.0,2017-05-06,221.0,0.0,3.0,3.0,21.0,24.0,221.0,1.0,221.0,0.0,1.0,12.0,3.0,0.0,221.0,7.0,221.0,19.0,,,221.0,7.0,0.0,221.0,41.0,,,,,,,,,,
Saskatchewan,Regina,2015-2016,2015,39,6.0,2015-09-26,160.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,2.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,160.0,75.0,160.0,1.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2013-2014,2014,9,6.0,2014-03-01,337.0,12.0,0.0,15.0,3.0,18.0,337.0,5.0,337.0,4.0,5.0,1.0,6.0,0.0,337.0,8.0,337.0,48.0,322.0,27.0,337.0,39.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2019-2020,2020,16,6.0,2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,18,6.0,2019-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Saskatchewan,Regina,2013-2014,2014,31,6.0,2014-08-02,63.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,0.0,4.0,1.0,0.0,63.0,1.0,63.0,0.0,63.0,17.0,63.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,16,6.0,2022-04-23,702.0,0.0,1.0,79.0,0.0,79.0,702.0,141.0,184.0,0.0,0.0,0.0,7.0,0.0,184.0,4.0,184.0,2.0,,,,,78.0,184.0,23.0,184.0,13.0,,,,,,,,
Saskatchewan,Saskatchewan,2019-2020,2020,7,6.0,2020-02-15,516.0,0.0,0.0,85.0,68.0,153.0,516.0,60.0,356.0,6.0,1.0,1.0,3.0,0.0,356.0,6.0,356.0,24.0,,,356.0,20.0,85.0,356.0,31.0,,,,,,,,,,
Saskatchewan,Regina,2018-2019,2019,33,6.0,2019-08-17,170.0,0.0,0.0,1.0,0.0,1.0,170.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0,3.0,109.0,1.0,,,109.0,0.0,1.0,109.0,33.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2018-2019,2019,30,6.0,2019-07-27,118.0,0.0,0.0,0.0,1.0,1.0,118.0,1.0,84.0,0.0,0.0,2.0,0.0,0.0,84.0,1.0,84.0,1.0,,,84.0,0.0,0.0,84.0,30.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2019-2020,2020,4,6.0,2020-01-25,749.0,0.0,0.0,120.0,80.0,200.0,749.0,43.0,526.0,10.0,1.0,2.0,2.0,0.0,526.0,7.0,526.0,16.0,,,526.0,20.0,120.0,526.0,17.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,15,6.0,2022-04-16,586.0,0.0,5.0,38.0,0.0,38.0,585.0,118.0,170.0,0.0,1.0,0.0,2.0,0.0,170.0,3.0,170.0,0.0,,,,,33.0,170.0,25.0,169.0,8.0,,,,,,,,
Saskatchewan,Saskatoon,2016-2017,2016,37,6.0,2016-09-17,71.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,0.0,0.0,1.0,0.0,71.0,2.0,71.0,0.0,,,71.0,0.0,0.0,71.0,25.0,,,,,,,,,,
Saskatchewan,Regina,2013-2014,2013,41,6.0,2013-10-12,81.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,82.0,3.0,82.0,0.0,82.0,27.0,81.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2016-2017,2017,11,6.0,2017-03-18,473.0,1.0,51.0,63.0,20.0,83.0,473.0,40.0,473.0,1.0,2.0,12.0,1.0,0.0,473.0,11.0,473.0,19.0,,,473.0,49.0,11.0,473.0,42.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,17,6.0,2022-04-30,749.0,0.0,5.0,97.0,0.0,97.0,749.0,153.0,215.0,1.0,2.0,1.0,5.0,0.0,216.0,1.0,216.0,4.0,,,,,92.0,216.0,19.0,215.0,14.0,,,,,,,,
Saskatchewan,Regina,2018-2019,2018,49,6.0,2018-12-08,493.0,178.0,6.0,207.0,0.0,207.0,493.0,6.0,493.0,0.0,5.0,6.0,3.0,0.0,493.0,2.0,493.0,2.0,,,493.0,0.0,23.0,493.0,73.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2022-2023,2022,38,6.0,2022-09-24,466.0,0.0,0.0,0.0,0.0,0.0,466.0,1.0,204.0,0.0,0.0,5.0,0.0,0.0,205.0,10.0,205.0,9.0,,,,,0.0,205.0,39.0,204.0,0.0,0.0,0.0,,,,,,
Saskatchewan,Saskatoon,2014-2015,2014,44,6.0,2014-11-01,68.0,0.0,0.0,1.0,2.0,3.0,68.0,1.0,68.0,0.0,0.0,6.0,0.0,0.0,68.0,2.0,68.0,0.0,68.0,23.0,68.0,0.0,,,,,,,,,,,,,
Saskatchewan,Saskatchewan,2020-2021,2021,17,6.0,2021-05-01,10939.0,0.0,0.0,1.0,0.0,1.0,2196.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,31.0,0.0,,,31.0,0.0,1.0,31.0,4.0,0.0,0.0,,,,,,,,
Saskatchewan,Saskatoon,2016-2017,2017,18,6.0,2017-05-06,116.0,0.0,0.0,1.0,15.0,16.0,116.0,1.0,116.0,0.0,1.0,2.0,1.0,0.0,116.0,5.0,116.0,13.0,,,116.0,2.0,1.0,116.0,29.0,,,,,,,,,,
Saskatchewan,Saskatoon,2014-2015,2014,41,6.0,2014-10-11,49.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,49.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,49.0,0.0,49.0,19.0,49.0,0.0,,,,,,,,,,,,,
Saskatchewan,Regina,2018-2019,2019,14,6.0,2019-04-06,120.0,1.0,11.0,13.0,7.0,20.0,120.0,22.0,120.0,0.0,0.0,5.0,0.0,0.0,120.0,2.0,120.0,7.0,,,120.0,6.0,1.0,120.0,14.0,,,,,,,,,,
Saskatchewan,Regina,2015-2016,2016,12,6.0,2016-03-26,686.0,98.0,8.0,121.0,91.0,212.0,686.0,33.0,686.0,8.0,6.0,1.0,1.0,0.0,686.0,23.0,686.0,41.0,686.0,80.0,686.0,53.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2019,10,6.0,2019-03-09,169.0,0.0,0.0,25.0,1.0,26.0,169.0,26.0,169.0,0.0,0.0,2.0,0.0,0.0,169.0,1.0,169.0,1.0,,,169.0,4.0,25.0,169.0,2.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2015,17,6.0,2015-04-25,243.0,0.0,0.0,1.0,35.0,36.0,243.0,13.0,241.0,0.0,2.0,19.0,0.0,0.0,241.0,6.0,241.0,12.0,241.0,22.0,241.0,15.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2019-2020,2019,38,6.0,2019-09-21,103.0,0.0,0.0,1.0,0.0,1.0,103.0,0.0,103.0,2.0,0.0,0.0,0.0,0.0,103.0,1.0,103.0,0.0,,,103.0,0.0,1.0,103.0,30.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2021-2022,2022,5,6.0,2022-02-05,965.0,0.0,0.0,3.0,0.0,3.0,964.0,28.0,126.0,0.0,0.0,0.0,2.0,0.0,126.0,0.0,126.0,0.0,,,,,3.0,126.0,6.0,126.0,5.0,,,,,,,,
Saskatchewan,Saskatoon,2018-2019,2018,42,6.0,2018-10-20,128.0,0.0,0.0,5.0,0.0,5.0,128.0,3.0,128.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,128.0,0.0,,,128.0,0.0,5.0,128.0,7.0,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,9,6.0,2018-03-03,213.0,0.0,0.0,16.0,25.0,41.0,213.0,18.0,213.0,2.0,0.0,0.0,0.0,0.0,213.0,1.0,213.0,3.0,,,213.0,12.0,16.0,213.0,1.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2023-2024,2024,17,,2023-2024,1064,0,0,5,69,,894,21,396,0,0,26,0,0,,,396,17,,,,,5,,,,,1285,59,396,6,396,35,396,29
Saskatchewan,Saskatchewan,2017-2018,2018,19,6.0,2018-05-12,294.0,1.0,0.0,8.0,6.0,14.0,294.0,24.0,294.0,0.0,4.0,11.0,0.0,0.0,294.0,3.0,294.0,6.0,,,294.0,2.0,7.0,294.0,52.0,,,,,,,,,,
Saskatchewan,Saskatoon,2015-2016,2016,2,6.0,2016-01-16,58.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,45.0,1.0,2.0,0.0,0.0,0.0,45.0,2.0,45.0,3.0,45.0,4.0,45.0,1.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2017-2018,2018,16,6.0,2018-04-21,101.0,0.0,0.0,1.0,6.0,7.0,101.0,7.0,101.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0,101.0,0.0,,,101.0,0.0,1.0,101.0,1.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2023-2024,2024,18,,2023-2024,1047,0,0,5,71,,868,14,367,1,0,37,2,0,,,367,3,,,,,5,,,,,1420,76,367,1,367,44,367,14
Saskatchewan,Saskatchewan,2020-2021,2020,39,6.0,2020-09-26,51.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,50.0,0.0,,,50.0,0.0,0.0,50.0,8.0,0.0,0.0,,,,,,,,
Saskatchewan,Regina,2019-2020,2019,41,6.0,2019-10-12,292.0,0.0,0.0,4.0,0.0,4.0,292.0,2.0,193.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,193.0,0.0,,,193.0,0.0,4.0,193.0,33.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2015,12,6.0,2015-03-21,293.0,0.0,2.0,6.0,21.0,27.0,293.0,54.0,249.0,0.0,0.0,13.0,0.0,0.0,249.0,4.0,249.0,7.0,249.0,38.0,249.0,22.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2014-2015,2014,53,6.0,2015-01-03,183.0,0.0,0.0,78.0,1.0,79.0,183.0,24.0,13.0,0.0,0.0,3.0,0.0,0.0,13.0,3.0,13.0,0.0,1.0,13.0,2.0,13.0,,,,,,,,,,,,,
Saskatchewan,Saskatoon,2019-2020,2020,4,6.0,2020-01-25,275.0,0.0,0.0,30.0,19.0,49.0,275.0,18.0,275.0,3.0,1.0,1.0,1.0,0.0,275.0,3.0,275.0,4.0,,,275.0,6.0,30.0,275.0,3.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2015,1,6.0,2015-01-03,609.0,0.0,154.0,232.0,1.0,233.0,609.0,48.0,459.0,0.0,1.0,10.0,11.0,0.0,459.0,5.0,459.0,0.0,459.0,15.0,459.0,20.0,,,,,,,,,,,,,
Saskatchewan,Regina,2019-2020,2020,29,6.0,2020-07-18,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,,,29.0,0.0,0.0,29.0,3.0,,,,,,,,,,
Saskatchewan,Saskatchewan,2014-2015,2015,16,6.0,2015-04-18,242.0,0.0,0.0,1.0,33.0,34.0,242.0,15.0,233.0,0.0,1.0,13.0,1.0,0.0,233.0,10.0,233.0,7.0,233.0,31.0,233.0,15.0,,,,,,,,,,,,,
